Suburb,Type,Price,BuildingArea,YearBuilt
Cheltenham,h,1200000,190,1960
Cheltenham,h,1095000,,1950
Chirnside Park,h,640000,,
Clarinda,h,1241000,625,1950
Clayton,h,1250000,96,1960
Clayton,h,729500,218,1970
Clifton Hill,h,973000,,
Collingwood,u,560000,60,1975
Craigieburn,h,565000,207,2012
Craigieburn,h,615000,222,2001
Craigieburn,h,548000,171,2010
Craigieburn,h,716000,160,1995
Craigieburn,h,667500,,2014
Cranbourne,h,555000,,
Croydon,h,730000,150,2007
Croydon,h,1080000,,
Croydon,h,702500,,
Croydon North,u,505000,,
Croydon North,h,766000,128,1960
Dandenong,u,370000,,1990
Dandenong,h,488000,,
Deepdene,t,1680000,172,1995
Deer Park,h,665000,,
Delahey,h,475000,106,1990
Diamond Creek,h,898000,,2012
Diamond Creek,h,815000,135,1980
Diggers Rest,h,615000,254,1980
Dingley Village,h,915000,,
Dingley Village,h,736000,,
Doncaster,h,1400000,,
Doncaster,u,780000,,
Donvale,h,1328000,252,1980
East Melbourne,u,1300000,92,2001
Eltham,h,830000,,1970
Eltham,h,762000,180,1980
Eltham,h,925000,,
Eltham North,h,900000,129,1980
Elwood,u,559000,,
Elwood,t,1225000,,2008
Elwood,h,3175000,174,1900
Elwood,u,520000,74,1970
Epping,h,550000,,2011
Epping,h,561000,,
Epping,h,556000,,1980
Epping,h,441000,,
Epping,h,552000,,
Essendon,h,2165000,238,1930
Essendon,h,1280000,,
Essendon,h,1165000,,
Essendon,h,2050000,419,1930
Essendon,h,1500000,148,1940
Fawkner,h,900000,,
Fawkner,h,700000,,
Fawkner,h,515000,,
Ferntree Gully,h,904000,,
Fitzroy,h,2700000,,
Fitzroy,u,1060000,,
Fitzroy,u,545000,60,2011
Fitzroy,h,3200000,,1862
Fitzroy North,h,1705000,116,1900
Fitzroy North,u,850250,,
Flemington,h,1220000,104,1900
Footscray,u,455000,62,2015
Footscray,t,575000,94.5,2000
Forest Hill,h,360000,,1970
Frankston,h,610000,,
Frankston South,h,850000,,1968
Gisborne,h,775000,231,1988
Gladstone Park,h,629000,136,1980
Gladstone Park,h,452500,,1970
Glen Iris,h,3400000,392,1950
Glen Iris,u,320000,49,1960
Glen Iris,u,839000,,
Glen Iris,h,1690000,,
Glen Iris,h,2165000,255,2016
Glen Iris,h,2215000,,
Glen Iris,u,851000,87,1960
Glen Iris,h,1910000,,
Glen Waverley,h,1311000,28,1972
Glenroy,u,565000,105,1995
Glenroy,h,770000,132,1960
Glenroy,h,1220000,,
Greensborough,h,714000,95,1993
Greensborough,h,815000,168,1980
Hampton East,h,1345000,131,1950
Hawthorn,u,630000,,
Hawthorn,u,420000,47,2004
Hawthorn,h,1857000,116.65,1890
Hawthorn,u,370000,,
Hawthorn,h,1500000,,1997
Hawthorn,h,1425000,108,1930
Hawthorn,h,1910000,165,1990
Hawthorn,h,1485000,139,1975
Hawthorn East,u,505000,52,1960
Hawthorn East,u,595000,,
Hawthorn East,u,560000,,
Hawthorn East,h,2825000,,
Heathmont,h,1031000,,
Heathmont,h,1040000,,1961
Heathmont,h,912000,144,1965
Heidelberg,u,450000,68,1998
Heidelberg,h,1250000,,
Heidelberg Heights,h,650000,,
Heidelberg Heights,h,680000,,
Heidelberg Heights,h,1645000,120,1930
Heidelberg Heights,u,720000,,
Heidelberg Heights,h,697500,,
Heidelberg Heights,h,810000,,1940
Heidelberg West,u,463000,,
Highett,h,1242000,,
Highett,u,677500,,1970
Hillside,h,580000,174,2002
Hoppers Crossing,h,540000,,
Hoppers Crossing,h,516000,,
Hughesdale,h,1570000,170,1900
Hurstbridge,h,790000,225,1985
Ivanhoe,h,2400000,,
Ivanhoe,h,950000,,
Jacana,h,550000,94,1950
Keilor East,t,1022000,,
Keilor East,h,850000,,
Keilor East,t,518500,,
Kensington,h,1225000,122,1940
Kew,h,2660000,,
Kew,h,1510000,115,1960
Kew,u,802000,,
Kew,t,1007000,114,1977
Kew,h,4050000,,
Kew,h,2550000,,
Kew,u,860000,108,1950
Kew East,h,1840000,,
Kew East,h,1750000,,
Keysborough,t,688000,,
Kingsville,u,570000,86,1970
Kingsville,h,900000,11,1936
Kurunjang,h,345000,150,2000
Lalor,h,570000,,
Langwarrin,h,650000,,
Lower Plenty,u,420000,,
Maidstone,t,642500,95,2015
Maidstone,h,798000,152,2010
Maidstone,h,755000,,
Maidstone,t,710000,134.6,2011
Malvern,h,4050000,282,1915
Malvern,h,1650000,117,1880
Malvern,h,2020000,216,2007
Malvern East,h,3000000,,
Malvern East,h,2500000,206,1925
Malvern East,h,2500000,110,1950
Maribyrnong,h,1200000,204,1997
Maribyrnong,t,940000,183.84,2012
McKinnon,h,1200000,96,1940
Melton West,h,600000,210,2005
Mentone,h,900000,,
Mentone,h,2025000,274,2010
Mernda,h,630000,220,2012
Mitcham,h,1071000,,
Mitcham,t,973000,,
Montmorency,h,881100,,1960
Moonee Ponds,h,1060000,,
Moonee Ponds,h,1225000,141,1920
Mooroolbark,h,930000,,
Mordialloc,h,1800000,303,1950
Mordialloc,h,1440000,,
Mount Waverley,t,900000,3,2000
Mount Waverley,u,730000,,
Mount Waverley,h,2558000,431,2015
Mulgrave,h,1001000,,
Narre Warren,h,655000,,
Newport,h,1050000,,
Newport,t,730000,126.7,2005
Newport,h,1195000,,2017
Newport,h,923000,,
Newport,u,600000,,1990
Niddrie,h,1230000,207,2016
North Melbourne,h,1475000,,
North Melbourne,u,450000,,1983
North Melbourne,u,525000,,
Northcote,h,1225000,,
Northcote,h,1955000,,
Northcote,h,2775000,,
Nunawading,h,1310000,,
Oakleigh,h,1415000,,1970
Oakleigh South,u,601000,62,1980
Ormond,u,440000,,
Ormond,u,370000,54,2009
Parkdale,h,1051000,,
Parkdale,t,1206000,,
Pascoe Vale,t,900000,149,2014
Pascoe Vale,h,940000,,
Pascoe Vale,u,257500,35,1970
Pascoe Vale,u,257500,35,1970
Pascoe Vale,h,1114000,190,2017
Point Cook,h,520000,185,2014
Point Cook,h,715000,,2006
Port Melbourne,h,1900000,,
Port Melbourne,u,1480000,,2000
Port Melbourne,u,760000,77,2013
Prahran,h,2635000,154,1910
Prahran,h,1250000,100,1910
Prahran,u,400000,50,1960
Prahran,h,4200000,275,1930
Prahran,h,1310000,,
Prahran,u,626000,78,2000
Preston,h,1270000,,
Preston,h,980000,,
Preston,h,1148000,140,1940
Princes Hill,h,1540000,,
Reservoir,h,1210000,,
Reservoir,h,935000,99,1960
Reservoir,h,510000,119,1950
Reservoir,h,861000,,
Reservoir,h,732000,,
Reservoir,h,755000,157,1995
Reservoir,u,325000,,1970
Reservoir,h,1200000,260,1940
Ringwood,h,1450000,,
Ringwood,h,800000,133,2005
Ringwood,u,655000,,
Ringwood North,h,812000,,
Rosanna,h,1400000,,
Rosanna,h,1170000,210,1975
Rowville,h,970000,,
Sandringham,h,3350000,,
Sandringham,h,2255000,,2012
Scoresby,h,870000,151,1981
Seddon,h,1870000,,
South Melbourne,t,1750000,,
South Melbourne,h,1800000,93,1900
South Melbourne,h,3825000,,1890
South Morang,h,485000,163,2008
South Yarra,u,1350000,109,1930
South Yarra,u,940000,20,
South Yarra,u,410000,50,1960
South Yarra,u,980000,,
South Yarra,u,380000,,
Southbank,u,625000,88,
Springvale,h,917000,,
St Albans,h,632500,,
St Albans,h,702000,,
St Kilda,u,701000,107,1950
St Kilda,h,1600000,160,1910
Strathmore,h,2000000,355,1999
Strathmore,h,1610000,274,1955
Strathmore,h,1742000,,
Strathmore,h,1016000,,
Sunshine,h,700000,130,1950
Sunshine,h,615000,94,1940
Sunshine West,h,650000,,
Surrey Hills,h,2400000,309,2016
Surrey Hills,t,938000,,
Surrey Hills,h,2290000,,
Surrey Hills,h,1775000,,
Sydenham,h,659500,,
Tarneit,h,505000,167,2010
Tarneit,h,560000,159,2009
Taylors Lakes,h,701000,,
Templestowe,h,2600000,,
Templestowe,h,1205000,167,1980
Templestowe,h,1750000,334,1990
Templestowe,h,1350000,,1980
Templestowe,h,2300000,,1995
Templestowe,h,2330000,,
Templestowe Lower,h,1350000,,
Templestowe Lower,h,1410000,250,1975
Templestowe Lower,h,1204000,,
The Basin,h,610000,,
Thomastown,h,760000,,
Thomastown,h,670000,121,1980
Toorak,u,1860000,176,1930
Toorak,u,1400000,,1975
Toorak,u,1350000,133,1940
Travancore,h,2070000,,
Vermont,h,865000,,
Vermont,h,980000,192,1978
Vermont South,h,950000,,
Viewbank,h,1295000,,
Watsonia,h,788800,,
Watsonia,h,900000,,
Watsonia,h,700000,,
Werribee,h,455000,101,1983
Werribee,h,483000,,
Werribee,h,455000,125,1980
West Footscray,h,1276000,130,1945
Westmeadows,h,700000,,1980
Westmeadows,h,729000,,
Wheelers Hill,h,1184000,,
Wheelers Hill,h,1157000,162,1971
Wheelers Hill,h,1100000,237,1970
Williamstown,h,2200000,,
Windsor,h,865000,,
Wonga Park,h,900000,177,
Wyndham Vale,h,500000,179,2005
Yarraville,h,1142000,176,2012
Yarraville,h,1100000,,
Yarraville,h,780000,84,2013
Yarraville,h,920000,,
Yarraville,u,500000,85,
Albanvale,h,655000,,
Altona,h,890000,,
Altona,h,935000,180,1985
Altona,t,815000,130,2014
Altona Meadows,u,440500,,1990
Altona North,u,451500,88,1965
Ascot Vale,u,825000,164,2005
Ascot Vale,u,425500,82,1960
Ascot Vale,h,920000,,1910
Ascot Vale,t,762000,,
Ascot Vale,h,1306000,126,1900
Ascot Vale,u,566000,,1972
Ashwood,h,1420000,130,1965
Aspendale,t,805000,164,2006
Avondale Heights,h,934000,163,1975
Balaclava,u,585000,,
Balwyn,h,2330000,210,1970
Balwyn North,t,1721000,,1995
Bayswater North,h,650000,,
Bayswater North,h,762000,148,1980
Bentleigh East,h,1384000,,
Blackburn,h,1350000,,
Blackburn,h,1070000,96,1950
Blackburn,h,1500000,,
Blackburn,h,1200000,,
Blackburn North,h,1200000,,
Blackburn North,h,1100000,,
Blackburn North,u,706000,305,1940
Boronia,h,785000,138,1980
Boronia,h,950000,255,1970
Brighton,h,2800000,226,1900
Brighton,u,290000,35,1960
Broadmeadows,h,570500,92,1965
Broadmeadows,h,631000,158,1960
Brooklyn,u,372100,66,2000
Brunswick,h,1350000,184,1920
Brunswick,h,1300000,,
Brunswick,u,315000,,
Brunswick East,t,702500,78,2013
Brunswick West,u,275000,36,1970
Brunswick West,h,835000,77,1950
Bundoora,h,900000,,2006
Bundoora,h,710000,142,1968
Burwood East,h,1320000,,
Carnegie,u,480000,,
Carnegie,h,1840000,171,1920
Carnegie,u,430000,68,1960
Caroline Springs,h,525000,,
Carrum,t,495000,94,1980
Carrum Downs,h,403500,101,2009
Caulfield East,h,1550000,,
Caulfield North,u,361000,53,1975
Chadstone,u,960000,151,2000
Clayton,u,696000,,
Clayton,h,1115000,,
Clayton,h,1950000,,
Clayton South,h,962000,,
Coburg,h,900000,102,1920
Collingwood,u,365000,46,1960
Craigieburn,t,310000,114,2013
Croydon,h,662000,120,1950
Croydon,u,625500,,1950
Dallas,h,459000,,1970
Dallas,h,420500,,
Dandenong,h,583000,,
Dandenong North,h,618500,,
Dandenong North,h,727000,,
Deer Park,h,535000,,
Delahey,h,560000,153,1995
Derrimut,h,860000,,
Dingley Village,t,802000,185,1998
Dingley Village,h,800000,150,1980
Dingley Village,h,854000,181,1975
Doncaster East,h,1735000,,
Donvale,t,920000,187,2007
Donvale,h,904000,116,1960
Doveton,h,500000,,1955
Eaglemont,h,1440000,116,1955
Elsternwick,u,900000,,
Eltham,u,540000,,
Eltham,h,1054000,230,1974
Endeavour Hills,h,625000,165,1980
Epping,h,600000,155,1970
Epping,t,401500,,
Epping,h,630000,127,2012
Epping,h,1012000,355,2009
Epping,h,565000,110,1985
Essendon,u,502500,62,1980
Essendon,h,1550000,,
Essendon,u,420000,,
Essendon North,u,785000,,
Essendon West,h,1410000,198,1950
Fawkner,h,750000,,
Ferntree Gully,h,748888,280,1960
Ferntree Gully,h,850000,148,1985
Fitzroy,u,490000,57,2013
Fitzroy North,u,381000,,
Fitzroy North,u,650000,,
Fitzroy North,h,1502000,,
Footscray,h,878000,,
Footscray,u,440000,,
Footscray,u,395000,73,1970
Footscray,h,991000,106,1910
Forest Hill,h,945000,194,2010
Forest Hill,h,1020000,116.4,1970
Forest Hill,h,1234000,,
Frankston,h,506000,123,1984
Frankston,h,755000,163,1960
Gisborne,h,807000,,
Gisborne,h,426000,103,1950
Glen Iris,u,540000,77,1960
Glen Waverley,u,960000,101,1990
Glen Waverley,h,1116500,182.85,1960
Greensborough,u,610000,,1985
Greensborough,h,690000,,
Greensborough,u,585000,79,1965
Greensborough,h,800000,,1973
Greensborough,h,800000,169,1960
Greensborough,h,896000,130,1970
Greensborough,h,1010000,,
Hampton,t,1660000,,
Hampton,h,1960000,,
Hawthorn,t,1200000,,
Hawthorn,u,670000,,1980
Hawthorn,u,600000,,2014
Hawthorn,u,415000,,
Hawthorn,u,1150000,119,2000
Hawthorn,h,1100000,109.5,1999
Heathmont,u,525000,80,1980
Heidelberg Heights,t,650000,107,2013
Heidelberg West,h,580000,75,1955
Heidelberg West,h,820000,,
Hillside,h,600000,,1999
Hoppers Crossing,h,536500,129.7,1972
Hoppers Crossing,h,541000,,
Hoppers Crossing,h,557000,,1975
Ivanhoe East,h,1601000,,
Jacana,h,559000,,
Keilor,h,930000,,
Keilor Downs,h,705000,198,2000
Keilor Downs,h,590000,152,1980
Keilor East,h,920000,140,1960
Keilor East,h,1100000,267,2011
Keilor East,h,840000,138,1970
Keilor East,h,860000,,1960
Kensington,h,840000,,
Kensington,u,535000,110,1998
Kew,h,1080000,103,1960
Keysborough,h,575000,131,1975
Kingsbury,h,740000,,
Knoxfield,h,1040000,,
Lalor,h,795000,,
Lalor,h,660000,,
Maidstone,h,1170000,,
Maidstone,h,930000,116,1940
Maidstone,t,650000,104,2013
Maidstone,t,702000,131,2000
Malvern,u,575000,,1999
Maribyrnong,t,675000,,2009
Maribyrnong,u,440000,93,2003
Meadow Heights,h,520000,111,1960
Meadow Heights,h,430000,,
Meadow Heights,h,570000,665,
Meadow Heights,h,520000,128,1985
Meadow Heights,h,515000,122,1985
Melbourne,u,387000,47,2011
Melton South,h,341000,,
Melton South,h,336000,116,1975
Melton South,h,426000,142,1975
Mernda,h,780000,,
Mill Park,h,775500,125,1980
Mill Park,h,726000,132,1982
Mill Park,h,710000,123,1985
Mitcham,h,1045000,,
Montmorency,t,820000,157,2010
Montmorency,h,1301000,,1980
Moonee Ponds,h,951000,,1900
Moonee Ponds,h,1425000,151,1890
Moorabbin,t,935000,109,1985
Mooroolbark,h,637500,,
Mooroolbark,h,780000,,
Mount Waverley,h,1800000,,
Mount Waverley,h,1700000,,
Mount Waverley,h,2248000,398,2016
Mount Waverley,h,1260000,148.47,1960
Mulgrave,h,960000,130,1965
Murrumbeena,u,550000,,
Murrumbeena,t,956000,137,1994
Narre Warren,h,620000,,
Narre Warren,h,605000,121,1990
Newport,h,740000,,
Newport,h,990000,,
Niddrie,h,950000,148,1970
Noble Park,h,650000,,
Noble Park,h,752000,,
North Melbourne,u,541000,53,2004
Northcote,h,1307500,124,1920
Northcote,h,1100000,,1940
Northcote,h,1050000,,
Northcote,h,1800000,,1950
Northcote,h,1550000,,
Notting Hill,h,1211000,167,1970
Oak Park,h,970000,,
Oak Park,h,1453000,,
Oakleigh,h,1610000,193,1950
Oakleigh East,h,1150000,122,1970
Officer,h,559000,,2015
Pakenham,h,435000,553,2005
Parkdale,t,1190000,131,2013
Parkdale,t,503750,88,2007
Pascoe Vale,h,962000,,
Pascoe Vale,t,629000,,
Pascoe Vale,h,881000,,
Point Cook,h,690000,531,2012
Point Cook,h,596000,182.9,2006
Point Cook,h,698000,190,2012
Prahran,u,500000,78,1960
Preston,h,1060500,130,
Preston,h,990000,,
Reservoir,u,652000,,1970
Reservoir,h,953000,115,1970
Reservoir,u,468000,81,2012
Reservoir,t,710000,138,2013
Reservoir,h,550000,,
Reservoir,h,725000,,
Reservoir,h,880000,,
Reservoir,u,502000,69,2015
Reservoir,h,1175000,,
Richmond,u,432000,,
Richmond,u,800000,89,2008
Ringwood East,h,710000,88,1989
Rosanna,h,1310000,,
Rosanna,h,855000,,
Rowville,h,735000,143,1984
Rowville,h,755000,178,2003
Roxburgh Park,h,537000,156,1994
Seaford,t,386000,106,1970
Seaford,h,763000,184.75,1980
Seaford,h,725000,,
Seaford,h,768000,170,1970
South Melbourne,h,2800000,193.74,1860
South Morang,t,345000,131,1999
South Yarra,u,666000,73,2005
South Yarra,u,910000,,
South Yarra,u,401500,,1960
Springvale,h,760000,,
St Albans,h,610000,135,1975
St Albans,h,550000,130,1965
St Albans,h,520000,110,1950
St Helena,h,805000,,
St Kilda,u,470000,67,1950
St Kilda,h,1000000,,
Sunshine,h,860000,126,1910
Sunshine,h,532000,,1985
Sunshine,h,960000,,
Sunshine West,h,630000,,
Sunshine West,h,580000,,
Taylors Lakes,h,853000,330,1990
Taylors Lakes,h,704000,,
Thomastown,h,508000,,
Thornbury,h,1236000,,
Thornbury,u,328000,,1970
Toorak,u,1140000,119,1990
Travancore,u,341500,68.5,2012
Tullamarine,u,470000,,1960
Vermont,h,1111500,94,1960
Wantirna,h,1214000,,
Wantirna South,h,1045000,153,1990
Wantirna South,u,622000,71,2012
Warrandyte,h,826000,135,1975
Waterways,h,1265000,,
Watsonia,u,604000,,
Watsonia,u,655000,98,1975
Watsonia North,h,740000,,
Werribee,h,505000,116,1987
Werribee,h,570000,,1965
Werribee,h,453000,,
Werribee,h,335000,113,1980
West Footscray,h,280000,,1970
West Footscray,h,955000,,
West Footscray,t,700000,131,2013
West Melbourne,u,380000,,
West Melbourne,h,1900000,,
Westmeadows,h,800000,142,1985
Wheelers Hill,h,1090000,246,1978
Williamstown,h,1920000,178,1900
Wollert,h,530000,155,2011
Yarraville,h,982500,122,1945
Yarraville,h,1400000,,1990
Yarraville,h,1042000,,
Yarraville,h,1230000,144,1880
Yarraville,h,1005000,,
Abbotsford,h,911000,,
Abbotsford,h,1190000,175,2000
Aberfeldie,h,2050000,,
Aberfeldie,h,1680000,136,1965
Aberfeldie,u,280000,,1970
Aberfeldie,u,310000,,1970
Aberfeldie,h,1472000,,
Airport West,u,454000,,1985
Altona,h,1005000,,
Altona,t,820000,,1970
Altona,h,1360000,,
Altona,h,950000,,
Altona Meadows,h,620000,107,1975
Altona North,h,830000,130,1965
Altona North,h,730000,,
Altona North,h,805000,146,1950
Altona North,h,510000,100,2001
Ardeer,h,645000,,
Armadale,u,486000,63,1960
Ascot Vale,t,855000,129,2011
Ascot Vale,h,1035000,117,1900
Ascot Vale,h,1310000,,
Ashwood,h,1450000,154,1965
Ashwood,t,1060000,1,2000
Aspendale,h,970000,154,1960
Aspendale Gardens,h,840000,,
Avondale Heights,h,665000,,
Avondale Heights,h,750000,103,1990
Avondale Heights,h,800000,166,1985
Balwyn,u,800000,,1960
Balwyn,h,2400000,,
Balwyn North,h,2400000,262,1980
Balwyn North,h,2668000,,
Balwyn North,h,1750000,,
Balwyn North,h,1850000,266,1960
Beaconsfield,h,670000,244,2005
Beaumaris,t,1850000,203,2007
Bellfield,h,906000,109.98,1960
Bentleigh,h,1640000,,
Bentleigh,h,1610000,,
Bentleigh,u,410000,75,1967
Bentleigh,h,1500000,188,1950
Bentleigh East,u,860000,,1990
Berwick,h,775000,,
Berwick,h,755000,,
Blackburn,h,1020000,,
Blackburn South,h,874000,103,2014
Braybrook,t,560000,137,2002
Brighton East,u,620000,,
Brighton East,h,1500000,,1990
Broadmeadows,h,1100000,,
Broadmeadows,h,450000,100,1960
Broadmeadows,h,560000,,
Brunswick,h,1120000,107,1920
Brunswick,h,1110000,101,1922
Brunswick,h,1260000,,
Brunswick,h,1790000,238,1950
Brunswick East,u,390500,49,2011
Bundoora,h,800000,132,
Bundoora,h,999000,268,1991
Bundoora,h,680000,,
Cairnlea,h,750000,,
Camberwell,h,1830000,,
Carlton,h,920000,,
Carlton North,h,1400000,,
Carnegie,u,796000,86,1975
Carnegie,h,1630000,,
Carnegie,h,1050000,133,1990
Carrum,h,825000,,
Caulfield North,u,610000,88,2007
Chadstone,t,977500,,2012
Chelsea,u,639000,104,1980
Cheltenham,h,1138000,,
Cheltenham,h,1050000,169,1970
Clifton Hill,u,640000,110,2011
Coburg,h,1285000,143,1930
Coburg,h,890000,,2015
Collingwood,h,1080000,94,1890
Craigieburn,h,1000000,40,
Craigieburn,h,607500,185,1999
Craigieburn,h,500000,150,2008
Craigieburn,h,515000,122.25,
Craigieburn,h,510000,161,2014
Craigieburn,h,592500,188,2011
Craigieburn,h,595000,,2015
Croydon,h,1005000,,
Dandenong,h,669000,145,1960
Dandenong,h,880000,,
Dandenong North,h,560000,,
Dandenong North,h,895000,186,1970
Deepdene,h,710000,,
Deer Park,h,572000,,
Delahey,h,505000,105.9,1995
Delahey,h,550000,,
Doncaster,h,1530000,215,1975
Doncaster East,t,816000,121,2010
Doncaster East,h,1385000,203,1980
Donvale,h,900000,,
Doveton,h,472500,74,1960
East Melbourne,u,895000,60,1990
Edithvale,u,724000,104,2000
Elsternwick,h,1975000,165,1900
Elsternwick,t,1200000,117,1965
Eltham,t,751000,,2009
Elwood,u,635000,,
Elwood,u,630000,73,1970
Elwood,u,730000,,2013
Epping,h,600000,,
Epping,h,410000,,
Epping,h,545000,,
Essendon,h,1620000,,
Essendon,u,326000,,
Essendon North,h,1535000,152,1925
Fawkner,h,830000,102,1950
Ferntree Gully,h,740000,118,1955
Flemington,u,505000,,
Footscray,u,430000,110,2007
Footscray,h,900000,106,1880
Footscray,h,1000000,206,1994
Footscray,h,891000,101.7,1920
Forest Hill,h,742000,,
Forest Hill,h,1011000,114,1960
Frankston,h,600500,,
Frankston South,h,665000,,
Gladstone Park,h,645000,,
Gladstone Park,h,627000,,
Glen Iris,u,580000,62,1970
Glen Iris,u,519500,73,1970
Glen Waverley,u,656000,120,2012
Glen Waverley,u,730000,,
Glen Waverley,h,1182000,152,1975
Glen Waverley,u,1500000,,
Glen Waverley,h,1800000,,
Glen Waverley,h,1832000,,
Glen Waverley,u,1000000,124,1996
Glenroy,u,493000,201,2000
Glenroy,h,940000,173,1960
Glenroy,u,435000,73,2010
Greensborough,h,725000,,
Greenvale,h,476500,,
Hadfield,h,741000,158,1960
Hadfield,h,550000,100,1950
Hampton,h,1930000,,
Hampton,t,1405000,139,2014
Hawthorn,u,500000,,
Hawthorn East,u,520000,,
Heathmont,h,1270500,180,1957
Heathmont,h,751000,129,1950
Heidelberg,h,1515000,,1950
Heidelberg West,h,735000,,
Heidelberg West,h,590000,,
Highett,h,1460000,,
Highett,h,1535000,719,1998
Hillside,h,700000,236,1995
Hoppers Crossing,h,520000,109,1986
Hoppers Crossing,h,650000,205,1985
Hoppers Crossing,h,576000,,
Hughesdale,u,472000,70,1970
Ivanhoe,t,880000,113,2005
Ivanhoe,t,985000,154,2016
Jacana,h,528000,92,1960
Kealba,h,590000,,
Keilor East,h,918000,166,2000
Keilor East,t,777000,,1950
Keilor East,h,880000,,
Kew,u,591000,90,1887
Kings Park,h,565000,106.9,1980
Kurunjang,h,362000,141,1970
Kurunjang,h,330000,,
Lalor,h,798000,,1964
Lalor,h,560000,104,1970
Langwarrin,u,447000,102,2002
Langwarrin,h,900000,,
Maidstone,h,681000,93.82,1950
Maidstone,h,1005000,109,1930
Maidstone,h,468000,89,1990
Maidstone,h,650000,,
Malvern East,h,1638000,,
Maribyrnong,t,640000,132,2000
Maribyrnong,u,410000,,
Meadow Heights,u,420000,94,1990
Melton South,h,375000,,1983
Melton South,h,326000,115,1985
Melton South,h,400000,,
Melton South,h,412250,,
Melton West,h,371500,,
Mill Park,h,725000,129,1980
Mitcham,h,1101000,132.6,1950
Mitcham,t,926000,170,2000
Moonee Ponds,u,362000,55,2015
Mordialloc,u,309000,42,1978
Mount Waverley,h,1267000,,
Mount Waverley,u,611000,82,1970
Mount Waverley,h,1750000,,
Mulgrave,h,755000,132,2005
Mulgrave,h,862000,3,2002
Mulgrave,h,815500,104,1960
Newport,h,1100000,154.3,1940
Niddrie,h,1130000,163,1975
Niddrie,h,1006000,178.74,2008
Noble Park,u,445000,82,1998
Noble Park,h,650000,130,1970
North Melbourne,u,465000,53,2010
Northcote,h,1290000,,1910
Northcote,h,1335000,112,1920
Northcote,u,352500,,
Northcote,h,1875000,,1950
Oakleigh South,h,1390000,243,2010
Pakenham,h,643500,300,2010
Pascoe Vale,u,541000,,
Pascoe Vale,t,510000,88.3,2012
Pascoe Vale,u,550000,80.7,2008
Pascoe Vale,u,580000,111,2010
Pascoe Vale,u,706000,,1998
Port Melbourne,u,559000,,1968
Prahran,u,570000,,
Preston,u,250000,34,1965
Preston,u,392000,41,1965
Preston,u,505000,43,2000
Preston,h,980000,107,1925
Reservoir,u,495000,,2013
Reservoir,h,320000,65,1965
Reservoir,t,617500,114,2010
Reservoir,h,1282500,251,2015
Reservoir,h,760500,,
Richmond,u,419000,51,2011
Richmond,h,1590000,,
Richmond,u,592000,,
Richmond,u,1667500,141,1940
